
1it [00:00, ?it/s]
157it [49:22, 28.99s/it, bound:9 nc: 93 ncall:6.3e+03 eff:2.5% logz-ratio=-497.38+/-0.11 dlogz:221.691>0.1]
180it [1:00:19, 28.85s/it, bound:12 nc: 93 ncall:8.4e+03 eff:2.1% logz-ratio=-485.10+/-0.10 dlogz:208.335>0.1]
205it [1:28:34, 42.46s/it, bound:15 nc: 52 ncall:9.7e+03 eff:2.1% logz-ratio=-476.69+/-0.10 dlogz:200.056>0.1]
206it [1:28:34, 41.63s/it, bound:15 nc:  1 ncall:1.0e+04 eff:6.6% logz-ratio=-332.89+/-0.10 dlogz:53.730>0.1] 
207it [1:28:48, 40.88s/it, bound:15 nc: 56 ncall:9.8e+03 eff:2.1% logz-ratio=-475.59+/-0.07 dlogz:199.034>0.1]
230it [1:45:06, 41.65s/it, bound:17 nc: 56 ncall:1.1e+04 eff:2.1% logz-ratio=-468.62+/-0.10 dlogz:191.840>0.1]
255it [2:00:22, 39.53s/it, bound:19 nc: 46 ncall:1.2e+04 eff:2.1% logz-ratio=-458.89+/-0.10 dlogz:181.964>0.1]
280it [2:11:54, 35.07s/it, bound:21 nc: 58 ncall:1.4e+04 eff:2.0% logz-ratio=-450.75+/-0.10 dlogz:173.841>0.1]
303it [2:30:56, 39.90s/it, bound:23 nc: 53 ncall:1.5e+04 eff:2.0% logz-ratio=-441.66+/-0.09 dlogz:164.566>0.1]
328it [2:41:45, 35.17s/it, bound:26 nc: 69 ncall:1.7e+04 eff:2.0% logz-ratio=-434.70+/-0.10 dlogz:157.612>0.1]
353it [2:59:52, 37.88s/it, bound:28 nc: 50 ncall:1.8e+04 eff:2.0% logz-ratio=-430.43+/-0.09 dlogz:153.207>0.1]
370it [2:59:52, 28.76s/it, bound:29 nc:  1 ncall:1.9e+04 eff:3.5% logz-ratio=-358.79+/-0.09 dlogz:80.482>0.1] 
370it [3:00:03, 28.76s/it, bound:29 nc:  1 ncall:2.0e+04 eff:4.6% logz-ratio=-284.32+/-0.63 dlogz:1.072>0.1] 
371it [3:00:17, 28.69s/it, bound:30 nc: 66 ncall:1.9e+04 eff:1.9% logz-ratio=-425.18+/-0.05 dlogz:148.045>0.1]
378it [3:13:42, 42.97s/it, bound:30 nc: 66 ncall:2.0e+04 eff:1.9% logz-ratio=-423.48+/-0.09 dlogz:146.200>0.1]
402it [3:30:44, 42.80s/it, bound:32 nc: 52 ncall:2.1e+04 eff:1.9% logz-ratio=-418.70+/-0.09 dlogz:141.386>0.1]
426it [3:39:33, 34.70s/it, bound:37 nc:131 ncall:2.4e+04 eff:1.8% logz-ratio=-414.10+/-0.09 dlogz:136.660>0.1]
450it [3:46:16, 28.30s/it, bound:39 nc: 66 ncall:2.6e+04 eff:1.8% logz-ratio=-410.88+/-0.09 dlogz:133.496>0.1]
475it [3:53:08, 24.19s/it, bound:41 nc: 44 ncall:2.7e+04 eff:1.8% logz-ratio=-406.41+/-0.09 dlogz:128.911>0.1]
499it [4:00:07, 22.01s/it, bound:43 nc: 49 ncall:2.8e+04 eff:1.8% logz-ratio=-402.73+/-0.09 dlogz:125.168>0.1]
509it [4:00:19, 18.65s/it, bound:44 nc: 52 ncall:2.8e+04 eff:1.8% logz-ratio=-401.55+/-0.03 dlogz:123.951>0.1]
524it [4:09:25, 23.22s/it, bound:45 nc: 52 ncall:2.9e+04 eff:1.8% logz-ratio=-399.15+/-0.09 dlogz:121.578>0.1]
547it [4:16:08, 21.17s/it, bound:48 nc: 80 ncall:3.1e+04 eff:1.8% logz-ratio=-394.67+/-0.10 dlogz:117.082>0.1]
572it [4:24:47, 21.01s/it, bound:50 nc: 56 ncall:3.2e+04 eff:1.8% logz-ratio=-390.16+/-0.10 dlogz:112.460>0.1]
596it [4:30:14, 18.58s/it, bound:53 nc: 71 ncall:3.4e+04 eff:1.8% logz-ratio=-386.02+/-0.10 dlogz:108.314>0.1]
621it [4:37:58, 18.57s/it, bound:55 nc: 47 ncall:3.5e+04 eff:1.8% logz-ratio=-381.89+/-0.09 dlogz:104.059>0.1]
646it [4:44:40, 17.77s/it, bound:58 nc: 70 ncall:3.7e+04 eff:1.7% logz-ratio=-378.94+/-0.09 dlogz:101.086>0.1]
657it [4:44:52, 14.99s/it, bound:59 nc: 58 ncall:3.8e+04 eff:1.7% logz-ratio=-377.64+/-0.03 dlogz:99.738>0.1] 
671it [4:54:49, 21.44s/it, bound:60 nc: 58 ncall:3.8e+04 eff:1.7% logz-ratio=-375.96+/-0.09 dlogz:98.017>0.1]
693it [5:06:45, 25.26s/it, bound:62 nc: 74 ncall:4.0e+04 eff:1.7% logz-ratio=-372.73+/-0.10 dlogz:94.754>0.1]
718it [5:21:09, 28.59s/it, bound:66 nc: 76 ncall:4.2e+04 eff:1.7% logz-ratio=-369.99+/-0.09 dlogz:91.971>0.1]
741it [5:27:17, 24.56s/it, bound:69 nc: 93 ncall:4.4e+04 eff:1.7% logz-ratio=-366.89+/-0.10 dlogz:88.809>0.1]
764it [5:35:03, 23.21s/it, bound:70 nc: 39 ncall:4.5e+04 eff:1.7% logz-ratio=-364.27+/-0.09 dlogz:86.129>0.1]
787it [5:43:51, 23.13s/it, bound:72 nc: 58 ncall:4.6e+04 eff:1.7% logz-ratio=-361.83+/-0.09 dlogz:83.633>0.1]
793it [5:43:51, 20.74s/it, bound:73 nc:  1 ncall:4.7e+04 eff:2.6% logz-ratio=-316.89+/-0.10 dlogz:36.642>0.1]
799it [5:44:02, 18.32s/it, bound:74 nc: 81 ncall:4.7e+04 eff:1.7% logz-ratio=-360.89+/-0.06 dlogz:82.670>0.1]
811it [5:49:50, 21.19s/it, bound:75 nc: 81 ncall:4.8e+04 eff:1.7% logz-ratio=-359.87+/-0.08 dlogz:81.623>0.1]
835it [5:56:22, 19.07s/it, bound:77 nc: 53 ncall:5.0e+04 eff:1.7% logz-ratio=-357.97+/-0.09 dlogz:79.670>0.1]
859it [6:03:36, 18.69s/it, bound:80 nc: 61 ncall:5.1e+04 eff:1.7% logz-ratio=-355.91+/-0.09 dlogz:77.561>0.1]
884it [6:12:36, 19.75s/it, bound:82 nc: 66 ncall:5.3e+04 eff:1.7% logz-ratio=-354.04+/-0.09 dlogz:75.647>0.1]
908it [6:22:18, 21.25s/it, bound:85 nc: 84 ncall:5.5e+04 eff:1.7% logz-ratio=-352.52+/-0.09 dlogz:74.056>0.1]
925it [6:22:18, 15.90s/it, bound:88 nc:  1 ncall:5.7e+04 eff:2.5% logz-ratio=-305.82+/-0.18 dlogz:24.416>0.1]
931it [6:22:35, 15.90s/it, bound:89 nc: 86 ncall:5.7e+04 eff:1.6% logz-ratio=-351.01+/-0.05 dlogz:72.497>0.1]
932it [6:29:58, 22.32s/it, bound:89 nc: 86 ncall:5.7e+04 eff:1.6% logz-ratio=-350.95+/-0.05 dlogz:72.440>0.1]
955it [6:35:53, 19.73s/it, bound:91 nc: 68 ncall:5.8e+04 eff:1.6% logz-ratio=-349.35+/-0.09 dlogz:70.817>0.1]
978it [6:45:15, 21.38s/it, bound:93 nc: 56 ncall:6.0e+04 eff:1.6% logz-ratio=-347.73+/-0.09 dlogz:69.143>0.1]
1002it [6:54:06, 21.63s/it, bound:97 nc: 86 ncall:6.2e+04 eff:1.6% logz-ratio=-346.18+/-0.09 dlogz:67.526>0.1]
1025it [7:07:36, 25.98s/it, bound:100 nc: 86 ncall:6.4e+04 eff:1.6% logz-ratio=-344.98+/-0.09 dlogz:66.288>0.1]
1039it [7:07:36, 20.33s/it, bound:102 nc:  1 ncall:6.6e+04 eff:2.2% logz-ratio=-313.24+/-0.12 dlogz:32.685>0.1]
1046it [7:07:55, 20.33s/it, bound:103 nc:113 ncall:6.6e+04 eff:1.6% logz-ratio=-343.75+/-0.05 dlogz:65.006>0.1]
1047it [7:22:02, 33.57s/it, bound:104 nc:113 ncall:6.6e+04 eff:1.6% logz-ratio=-343.70+/-0.06 dlogz:64.951>0.1]
1071it [7:30:48, 28.99s/it, bound:107 nc: 89 ncall:6.8e+04 eff:1.6% logz-ratio=-342.52+/-0.08 dlogz:63.730>0.1]
1094it [7:42:51, 29.85s/it, bound:110 nc:112 ncall:7.0e+04 eff:1.6% logz-ratio=-341.17+/-0.09 dlogz:62.341>0.1]
1117it [7:53:22, 29.04s/it, bound:114 nc:112 ncall:7.3e+04 eff:1.5% logz-ratio=-339.96+/-0.09 dlogz:61.072>0.1]
1137it [7:53:36, 20.75s/it, bound:117 nc: 88 ncall:7.5e+04 eff:1.5% logz-ratio=-338.87+/-0.02 dlogz:59.945>0.1]
1141it [8:04:53, 32.22s/it, bound:118 nc:109 ncall:7.5e+04 eff:1.5% logz-ratio=-338.66+/-0.05 dlogz:59.723>0.1]
1164it [8:16:59, 31.95s/it, bound:121 nc:109 ncall:7.8e+04 eff:1.5% logz-ratio=-337.47+/-0.08 dlogz:58.477>0.1]
1188it [8:36:33, 38.18s/it, bound:124 nc: 81 ncall:8.0e+04 eff:1.5% logz-ratio=-336.51+/-0.09 dlogz:57.465>0.1]
1212it [8:54:00, 40.04s/it, bound:128 nc: 94 ncall:8.2e+04 eff:1.5% logz-ratio=-335.54+/-0.09 dlogz:56.456>0.1]
1233it [8:54:00, 28.01s/it, bound:131 nc:  1 ncall:8.4e+04 eff:2.0% logz-ratio=-303.52+/-0.18 dlogz:21.599>0.1]
1236it [8:54:16, 28.01s/it, bound:132 nc:102 ncall:8.4e+04 eff:1.5% logz-ratio=-334.56+/-0.03 dlogz:55.429>0.1]
1237it [9:08:21, 42.16s/it, bound:132 nc:102 ncall:8.4e+04 eff:1.5% logz-ratio=-334.52+/-0.04 dlogz:55.386>0.1]
1261it [9:18:53, 35.94s/it, bound:136 nc:115 ncall:8.7e+04 eff:1.4% logz-ratio=-333.65+/-0.08 dlogz:54.453>0.1]
1284it [9:28:51, 32.46s/it, bound:139 nc: 95 ncall:8.9e+04 eff:1.4% logz-ratio=-332.65+/-0.09 dlogz:53.431>0.1]
1307it [9:36:50, 28.59s/it, bound:143 nc: 89 ncall:9.1e+04 eff:1.4% logz-ratio=-331.63+/-0.09 dlogz:52.353>0.1]
1332it [9:44:50, 25.39s/it, bound:145 nc: 71 ncall:9.3e+04 eff:1.4% logz-ratio=-330.77+/-0.09 dlogz:51.437>0.1]
1334it [9:44:50, 24.44s/it, bound:146 nc:  1 ncall:9.4e+04 eff:1.9% logz-ratio=-304.45+/-0.16 dlogz:22.641>0.1]
1345it [9:45:02, 19.11s/it, bound:147 nc: 71 ncall:9.4e+04 eff:1.4% logz-ratio=-330.36+/-0.05 dlogz:50.993>0.1]
1357it [9:53:16, 24.89s/it, bound:148 nc: 71 ncall:9.5e+04 eff:1.4% logz-ratio=-329.99+/-0.07 dlogz:50.602>0.1]
1382it [10:00:33, 21.65s/it, bound:151 nc: 74 ncall:9.7e+04 eff:1.4% logz-ratio=-329.20+/-0.08 dlogz:49.759>0.1]
1407it [10:14:44, 26.41s/it, bound:153 nc: 62 ncall:9.8e+04 eff:1.4% logz-ratio=-328.33+/-0.09 dlogz:48.848>0.1]
1430it [10:31:17, 32.04s/it, bound:156 nc: 85 ncall:1.0e+05 eff:1.4% logz-ratio=-327.46+/-0.09 dlogz:47.932>0.1]
1453it [10:39:50, 28.89s/it, bound:160 nc: 94 ncall:1.0e+05 eff:1.4% logz-ratio=-326.72+/-0.10 dlogz:47.141>0.1]
1456it [10:40:02, 27.47s/it, bound:160 nc: 62 ncall:1.0e+05 eff:1.4% logz-ratio=-326.63+/-0.02 dlogz:47.046>0.1]
1477it [10:48:57, 26.75s/it, bound:162 nc: 62 ncall:1.0e+05 eff:1.4% logz-ratio=-325.98+/-0.07 dlogz:46.354>0.1]
1502it [11:01:14, 27.79s/it, bound:165 nc: 78 ncall:1.1e+05 eff:1.4% logz-ratio=-325.09+/-0.09 dlogz:45.419>0.1]
1525it [11:08:45, 25.05s/it, bound:169 nc:100 ncall:1.1e+05 eff:1.4% logz-ratio=-324.33+/-0.09 dlogz:44.610>0.1]
1549it [11:17:09, 23.71s/it, bound:172 nc: 71 ncall:1.1e+05 eff:1.4% logz-ratio=-323.47+/-0.10 dlogz:43.710>0.1]
1573it [11:26:56, 23.95s/it, bound:175 nc: 78 ncall:1.1e+05 eff:1.4% logz-ratio=-322.66+/-0.10 dlogz:42.839>0.1]
1574it [11:26:56, 23.50s/it, bound:175 nc:  1 ncall:1.1e+05 eff:1.9% logz-ratio=-288.31+/-0.36 dlogz:3.655>0.1] 
1574it [11:27:07, 23.50s/it, bound:175 nc:  1 ncall:1.1e+05 eff:1.9% logz-ratio=-285.98+/-0.52 dlogz:0.651>0.1]
1575it [11:27:08, 23.19s/it, bound:175 nc: 89 ncall:1.1e+05 eff:1.4% logz-ratio=-322.60+/-0.02 dlogz:42.776>0.1]
1597it [11:34:01, 21.20s/it, bound:178 nc: 89 ncall:1.1e+05 eff:1.4% logz-ratio=-321.94+/-0.07 dlogz:42.072>0.1]
1622it [11:44:25, 22.79s/it, bound:180 nc: 60 ncall:1.2e+05 eff:1.4% logz-ratio=-321.16+/-0.09 dlogz:41.250>0.1]
1645it [11:53:18, 22.93s/it, bound:184 nc: 82 ncall:1.2e+05 eff:1.4% logz-ratio=-320.42+/-0.09 dlogz:40.456>0.1]
1668it [12:09:25, 29.39s/it, bound:187 nc: 82 ncall:1.2e+05 eff:1.4% logz-ratio=-319.69+/-0.10 dlogz:39.678>0.1]
1689it [12:09:25, 20.40s/it, bound:189 nc:  1 ncall:1.2e+05 eff:1.7% logz-ratio=-301.72+/-0.12 dlogz:23.158>0.1]
1689it [12:09:38, 20.40s/it, bound:189 nc:  1 ncall:1.2e+05 eff:1.8% logz-ratio=-283.59+/-1.07 dlogz:1.025>0.1] 
1690it [12:09:43, 20.35s/it, bound:189 nc: 77 ncall:1.2e+05 eff:1.4% logz-ratio=-319.03+/-0.02 dlogz:42.263>0.1]
1692it [12:33:30, 58.49s/it, bound:190 nc:125 ncall:1.2e+05 eff:1.4% logz-ratio=-318.98+/-0.03 dlogz:42.203>0.1]
1716it [12:42:48, 41.39s/it, bound:194 nc:125 ncall:1.2e+05 eff:1.4% logz-ratio=-318.38+/-0.07 dlogz:41.554>0.1]
1740it [12:51:49, 33.67s/it, bound:197 nc: 75 ncall:1.3e+05 eff:1.4% logz-ratio=-317.75+/-0.09 dlogz:40.879>0.1]
1764it [13:02:20, 30.95s/it, bound:200 nc: 79 ncall:1.3e+05 eff:1.4% logz-ratio=-317.11+/-0.09 dlogz:40.198>0.1]
1789it [13:38:02, 50.35s/it, bound:204 nc: 90 ncall:1.3e+05 eff:1.4% logz-ratio=-316.45+/-0.10 dlogz:39.482>0.1]
1790it [13:38:02, 49.36s/it, bound:204 nc:  1 ncall:1.3e+05 eff:1.7% logz-ratio=-300.37+/-0.13 dlogz:21.526>0.1]
1790it [13:38:19, 49.36s/it, bound:204 nc:  1 ncall:1.3e+05 eff:1.8% logz-ratio=-283.53+/-0.79 dlogz:0.863>0.1] 
1791it [13:38:19, 48.45s/it, bound:205 nc:292 ncall:1.3e+05 eff:1.4% logz-ratio=-316.40+/-0.02 dlogz:39.425>0.1]
1813it [13:56:07, 48.50s/it, bound:212 nc:292 ncall:1.4e+05 eff:1.3% logz-ratio=-315.83+/-0.07 dlogz:38.809>0.1]
1834it [13:56:07, 29.70s/it, bound:216 nc:  1 ncall:1.4e+05 eff:1.6% logz-ratio=-300.23+/-0.13 dlogz:21.366>0.1]
1834it [13:56:19, 29.70s/it, bound:216 nc:  1 ncall:1.4e+05 eff:1.7% logz-ratio=-283.17+/-0.52 dlogz:0.630>0.1] 
1835it [13:56:23, 29.35s/it, bound:216 nc:124 ncall:1.4e+05 eff:1.3% logz-ratio=-315.31+/-0.01 dlogz:38.247>0.1]
1838it [14:08:38, 50.74s/it, bound:217 nc:124 ncall:1.4e+05 eff:1.3% logz-ratio=-315.25+/-0.03 dlogz:38.180>0.1]
1861it [14:23:47, 44.90s/it, bound:220 nc: 76 ncall:1.4e+05 eff:1.3% logz-ratio=-314.75+/-0.07 dlogz:37.636>0.1]
1885it [14:38:40, 41.53s/it, bound:223 nc: 89 ncall:1.4e+05 eff:1.3% logz-ratio=-314.26+/-0.08 dlogz:37.096>0.1]
1909it [14:48:03, 34.58s/it, bound:227 nc:103 ncall:1.5e+05 eff:1.3% logz-ratio=-313.72+/-0.09 dlogz:36.505>0.1]
1932it [14:57:44, 31.37s/it, bound:230 nc: 80 ncall:1.5e+05 eff:1.3% logz-ratio=-313.22+/-0.10 dlogz:35.963>0.1]
1939it [14:57:44, 27.28s/it, bound:231 nc:  1 ncall:1.5e+05 eff:1.6% logz-ratio=-299.87+/-0.13 dlogz:20.940>0.1]
1939it [14:57:59, 27.28s/it, bound:231 nc:  1 ncall:1.5e+05 eff:1.6% logz-ratio=-283.38+/-0.57 dlogz:0.629>0.1] 
1940it [14:58:00, 26.98s/it, bound:231 nc: 86 ncall:1.5e+05 eff:1.3% logz-ratio=-313.05+/-0.01 dlogz:35.777>0.1]
1956it [15:06:45, 29.15s/it, bound:233 nc: 86 ncall:1.5e+05 eff:1.3% logz-ratio=-312.71+/-0.06 dlogz:35.406>0.1]
1980it [15:17:55, 28.60s/it, bound:236 nc: 78 ncall:1.5e+05 eff:1.3% logz-ratio=-312.25+/-0.08 dlogz:34.897>0.1]
2005it [15:37:00, 35.45s/it, bound:240 nc: 92 ncall:1.5e+05 eff:1.3% logz-ratio=-311.83+/-0.09 dlogz:34.420>0.1]
2027it [15:37:17, 23.89s/it, bound:245 nc:174 ncall:1.6e+05 eff:1.3% logz-ratio=-311.44+/-0.01 dlogz:33.987>0.1]
2028it [15:45:10, 33.41s/it, bound:246 nc:174 ncall:1.6e+05 eff:1.3% logz-ratio=-311.42+/-0.02 dlogz:33.967>0.1]
2053it [16:22:57, 58.06s/it, bound:248 nc: 68 ncall:1.6e+05 eff:1.3% logz-ratio=-311.01+/-0.06 dlogz:33.505>0.1]
2077it [16:37:39, 50.16s/it, bound:254 nc:181 ncall:1.6e+05 eff:1.3% logz-ratio=-310.62+/-0.08 dlogz:33.072>0.1]
